Date,Loc,Opponent,W/L,Score,AB,R,H,RBI,2B,3B,HR,BB,IBB,SB,CS,HBP,SH,SF,GDP,K,PO,A,E,AVG
4/29/2017,home,Northwestern,W,13-5,41,13,14,10,3,0,1,5,0,11,0,2,0,0,1,7,27,11,0,0.341
5/5/2017,away,Iowa,L,2-3,33,2,10,1,4,0,0,1,0,1,1,0,2,0,1,7,27,12,0,0.303
5/6/2017,away,Iowa,W,2-1,25,2,6,2,0,1,0,4,1,2,1,0,2,2,0,4,27,6,3,0.24
5/7/2017,away,Iowa,L,4-9,35,4,10,3,5,0,0,2,0,0,1,0,0,1,1,4,27,15,4,0.28600000000000003
5/9/2017,home,Western Michigan,W,7-6,34,7,12,7,2,0,0,12,1,3,0,0,1,1,0,7,27,8,2,0.353
5/10/2017,away,Eastern Michigan,W,11-6,32,11,12,11,3,1,1,3,0,3,2,3,1,0,0,4,27,12,1,0.375
5/12/2017,home,Nebraska,W,6-3,40,6,14,6,3,0,0,3,0,2,0,0,1,0,0,7,27,8,1,0.35
5/13/2017,home,Nebraska,L,2-5,32,2,6,2,0,0,0,5,0,0,0,1,1,1,1,5,24,7,0,0.188
5/14/2017,home,Nebraska,L,7-8,39,7,15,7,3,0,2,2,0,1,1,0,0,1,2,3,24,7,2,0.385
5/16/2017,home,Central Michigan,W,7-0,39,7,14,6,1,0,0,3,0,7,1,0,1,1,1,9,27,12,0,0.359
5/18/2017,away,Michigan,W,6-1,33,6,9,5,1,0,2,2,0,0,0,1,0,0,0,11,27,8,1,0.273
5/19/2017,home,Michigan,L,6-11,36,6,10,4,2,0,1,5,0,1,0,0,0,0,1,14,24,5,0,0.278
5/20/2017,away,Michigan,L,1-2,34,1,6,1,1,0,0,5,1,0,1,3,1,0,1,9,30,14,1,0.17600000000000002
2/16/2018,home,Fresno State,L,4-5,30,4,5,3,1,0,1,6,0,1,0,2,0,0,2,9,25,6,2,0.16699999999999998
2/17/2018,home,Fresno State,L,4-9,32,4,6,2,1,0,0,6,0,2,0,1,0,1,0,10,24,9,2,0.188
2/17/2018,home,Fresno State,L,1-2,33,1,7,1,0,0,0,1,0,5,0,0,1,0,0,11,24,8,1,0.212
2/18/2018,home,Fresno State,L,4-5,33,4,8,4,1,0,2,2,0,1,2,1,0,0,0,10,24,10,2,0.242
2/23/2018,home,Pepperdine,L,1-5,33,1,7,1,1,0,1,0,0,0,0,0,0,0,1,11,24,10,1,0.212
2/24/2018,home,Pepperdine,W,5-2,35,5,10,4,0,1,1,4,0,3,0,0,1,0,1,10,27,9,0,0.28600000000000003
2/25/2018,home,Pepperdine,W,1-0,30,1,4,1,1,1,0,1,0,1,0,1,0,1,0,10,27,11,2,0.133
3/2/2018,home,Michigan State,W,4-3,36,4,13,4,4,0,0,1,0,1,1,2,2,2,2,5,30,16,2,0.361
3/3/2018,home,UCLA,L,1-4,31,1,5,1,0,0,1,0,0,0,1,0,0,0,0,8,24,11,1,0.161
3/4/2018,home,Arizona,W,3-2,33,3,7,3,2,0,0,0,0,0,0,1,1,0,0,3,27,8,1,0.212
3/7/2018,home,Michigan State,W,9-7,32,9,8,9,1,0,0,8,0,0,1,0,0,1,0,9,27,9,2,0.25
3/9/2018,home,Michigan State,W,15-4,39,15,14,14,7,0,1,12,0,2,0,3,0,1,1,10,27,15,3,0.359
3/9/2018,home,Michigan State,W,3-2,34,3,8,2,0,1,0,5,0,0,0,0,0,0,2,6,27,12,3,0.235
3/10/2018,home,Michigan State,L,2-4,30,2,3,0,1,0,0,5,0,2,0,1,0,0,0,7,24,11,1,0.1
3/15/2018,away,Niagara,W,10-1,31,10,10,9,2,1,0,9,0,8,1,1,0,2,1,3,27,9,0,0.32299999999999995
3/16/2018,away,Niagara,L,2-3,31,2,6,2,1,0,0,1,0,3,2,0,0,0,0,11,27,11,3,0.19399999999999998
3/17/2018,away,Niagara,W,5-1,27,5,8,5,0,1,0,9,1,5,0,1,1,1,1,5,27,5,2,0.29600000000000004
3/18/2018,away,Niagara,L,10-12,34,10,9,9,0,1,1,6,0,2,1,0,1,2,0,5,27,9,3,0.265
3/21/2018,away,Central Michigan,L,1-3,29,1,9,1,1,1,0,5,0,1,0,1,3,0,2,8,27,8,0,0.31
3/23/2018,home,Michigan,L,3-12,31,3,6,3,1,0,0,6,0,4,0,1,0,0,1,7,24,10,1,0.19399999999999998
3/24/2018,away,Michigan,L,1-3,36,1,6,1,0,0,0,1,0,3,0,1,0,0,0,5,27,7,2,0.16699999999999998
3/25/2018,home,Michigan,L,0-11,36,0,9,0,2,0,0,3,0,1,0,1,0,0,0,7,24,8,2,0.25
3/28/2018,away,Western Michigan,L,1-6,33,1,7,1,0,0,0,1,0,2,0,1,0,0,0,3,27,5,2,0.212
3/30/2018,away,Rutgers,L,4-8,34,4,9,4,0,1,1,1,0,0,1,1,0,0,1,2,27,6,3,0.265
3/30/2018,away,Rutgers,L,4-6,32,4,6,4,2,0,0,3,0,2,0,2,0,0,2,7,27,14,1,0.188
4/1/2018,away,Rutgers,W,6-0,31,6,9,5,2,1,0,2,0,2,1,0,1,0,1,4,27,11,1,0.29
4/7/2018,away,Nebraska,W,17-5,40,17,15,13,3,0,0,4,0,0,0,3,2,1,0,5,27,8,1,0.375
4/8/2018,away,Nebraska,W,5-3,33,5,11,1,0,1,0,4,0,0,1,0,1,0,0,4,27,4,2,0.33299999999999996
4/10/2018,away,Notre Dame,L,7-8,37,7,8,7,2,0,2,1,0,0,1,1,0,0,0,4,27,9,2,0.21600000000000003
4/13/2018,away,Valparaiso,W,5-4,41,5,10,5,1,0,1,3,0,1,1,0,1,1,0,2,36,9,2,0.244
4/13/2018,away,Valparaiso,L,6-7,36,6,11,4,3,0,1,3,0,4,0,0,2,0,0,4,27,8,2,0.306
4/18/2018,home,Western Michigan,W,10-7,44,10,15,8,2,0,0,6,0,4,0,0,1,0,0,9,27,11,1,0.341
4/20/2018,home,Northwestern,W,5-3,33,5,9,5,1,0,1,3,0,5,1,1,0,0,2,5,27,7,1,0.273
4/21/2018,home,Northwestern,W,4-2,32,4,5,4,1,0,0,4,0,0,0,0,0,0,0,8,27,10,1,0.156
4/22/2018,home,Northwestern,W,6-5,32,6,7,6,0,0,1,2,0,0,1,4,1,0,0,10,27,9,0,0.21899999999999997
4/25/2018,away,Toledo,W,5-4,31,5,9,5,2,1,0,8,0,1,2,2,0,0,0,5,27,10,0,0.29
4/27/2018,away,Maryland,W,4-2,29,4,6,4,2,0,0,3,0,0,0,1,1,0,1,2,27,6,1,0.207
4/28/2018,away,Maryland,L,2-8,33,2,7,2,0,0,0,3,0,0,1,2,0,0,1,6,27,10,1,0.212
4/29/2018,away,Maryland,L,3-5,32,3,6,3,1,1,0,6,0,1,0,0,1,1,0,7,27,8,0,0.188
5/4/2018,home,Penn State,L,1-13,34,1,4,1,0,0,0,1,0,0,0,1,1,0,0,9,24,11,1,0.11800000000000001
5/5/2018,home,Penn State,L,1-6,29,1,3,1,0,0,0,5,0,1,0,2,0,1,0,6,24,9,3,0.10300000000000001
5/5/2018,home,Penn State,W,6-4,34,6,10,4,2,0,0,1,0,6,2,0,2,0,1,8,27,5,0,0.294
5/9/2018,away,Michigan,L,2-10,37,2,11,2,1,0,0,2,0,1,0,0,0,0,1,8,27,9,2,0.297
5/11/2018,home,Minnesota,W,6-5,35,6,9,5,1,0,1,1,0,1,0,0,0,1,0,9,27,7,1,0.257
5/12/2018,home,Minnesota,L,5-10,35,5,11,4,0,0,2,1,0,2,3,1,0,0,0,6,24,8,5,0.314
5/13/2018,home,Minnesota,L,1-3,32,1,4,1,0,0,0,2,0,1,0,1,0,0,0,6,24,10,0,0.125
5/15/2018,home,Central Michigan,L,2-13,34,2,7,1,0,0,0,0,0,1,1,0,0,0,0,7,24,10,4,0.20600000000000002
5/17/2018,away,Ohio State,L,8-10,42,8,16,7,4,0,0,3,0,3,1,0,0,0,0,4,27,14,4,0.381
5/18/2018,away,Ohio State,W,6-2,32,6,8,3,1,0,2,4,0,4,0,2,0,0,2,3,27,9,1,0.25
5/19/2018,away,Ohio State,W,8-3,32,8,10,6,1,1,1,3,0,2,0,1,1,1,0,4,27,11,1,0.313
5/23/2018,home,Minnesota,L,2-3,29,2,5,2,1,0,0,6,0,2,0,1,2,0,0,7,24,11,2,0.172
5/24/2018,home,Indiana,L,5-6,39,5,11,5,4,0,0,4,0,0,1,0,1,0,0,10,28,7,0,0.282
2/15/2019,home,New Orleans,W,8-4,32,8,6,4,1,1,1,7,0,3,0,0,0,0,1,12,27,4,1,0.188
2/16/2019,home,New Orleans,L,1-4,36,1,11,1,1,0,0,1,0,1,0,1,0,0,1,4,24,10,1,0.306
2/17/2019,home,New Orleans,L,4-6,32,4,10,4,2,1,2,4,0,2,1,0,1,0,1,4,24,6,1,0.313
2/22/2019,home,Coastal Carolina,L,0-13,30,0,2,0,0,0,0,1,0,0,0,1,0,0,0,10,24,8,3,0.067
2/22/2019,home,Coastal Carolina,L,5-12,35,5,9,5,1,0,1,1,0,0,0,0,1,0,0,11,24,9,2,0.257
2/23/2019,home,NC State,L,0-5,31,0,5,0,0,0,0,2,0,1,0,0,0,0,0,11,27,7,0,0.161
2/24/2019,home,Kent State,L,2-12,30,2,4,2,0,0,0,2,0,0,2,0,0,0,0,6,24,14,2,0.133
3/1/2019,home,Arizona State,L,0-8,34,0,7,0,1,0,0,2,0,1,0,0,0,0,0,8,24,7,2,0.20600000000000002
3/2/2019,home,Arizona State,L,5-8,36,5,6,4,0,0,1,4,0,0,1,1,1,1,0,13,32,11,3,0.16699999999999998
3/3/2019,home,Arizona State,L,2-13,35,2,7,2,0,0,0,2,0,1,0,0,0,0,0,9,24,7,1,0.2
3/5/2019,home,Arizona,W,9-5,37,9,9,5,1,1,0,5,0,3,0,1,0,1,0,8,27,6,0,0.243
3/9/2019,home,Western Carolina,L,4-6,30,4,7,4,2,0,1,5,0,2,0,0,2,1,3,8,30,13,2,0.233
3/9/2019,away,Ohio State,W,7-1,34,7,12,7,3,0,0,2,0,0,0,0,1,0,0,6,27,6,1,0.353
3/10/2019,home,Appalachian State,L,6-9,33,6,10,6,2,0,2,7,0,1,1,0,0,1,3,10,27,11,4,0.303
3/15/2019,home,UConn,L,6-10,37,6,12,6,5,0,1,9,0,1,0,0,0,2,0,12,27,9,2,0.324
3/16/2019,home,UConn,L,4-17,37,4,10,4,2,0,0,7,0,1,0,0,0,1,0,10,27,6,1,0.27
3/16/2019,home,UConn,L,3-9,31,3,6,2,0,0,0,4,0,1,1,1,1,0,0,7,27,18,1,0.19399999999999998
3/17/2019,home,UConn,L,1-6,32,1,7,1,1,0,0,3,0,1,1,0,0,0,1,9,27,4,1,0.21899999999999997
3/22/2019,home,Nebraska,L,1-4,29,1,2,1,0,0,1,0,0,0,0,0,0,0,0,6,24,8,1,0.069
3/22/2019,home,Nebraska,L,2-5,34,2,9,2,0,0,0,3,0,0,2,0,0,0,0,5,24,6,2,0.265
3/24/2019,home,Nebraska,L,2-6,34,2,5,2,2,0,1,1,0,0,0,0,0,0,0,9,24,9,2,0.147
3/27/2019,away,Western Michigan,W,3-2,24,3,5,3,2,0,0,4,1,1,0,1,3,2,0,4,27,7,3,0.20800000000000002
3/29/2019,away,Michigan,L,3-6,30,3,5,3,2,0,0,1,0,1,0,0,1,0,0,5,27,8,0,0.16699999999999998
3/30/2019,home,Michigan,L,2-16,31,2,5,1,0,0,0,7,0,1,0,0,0,0,2,9,24,7,0,0.161
4/2/2019,home,Western Michigan,W,5-2,31,5,10,4,2,0,0,0,0,2,1,0,1,1,0,12,27,13,1,0.32299999999999995
4/3/2019,away,Central Michigan,L,6-8,34,6,9,6,1,1,0,3,0,1,1,0,0,1,0,9,27,10,3,0.265
4/5/2019,away,Indiana State,W,1-0,30,1,7,1,1,0,0,2,0,0,2,1,1,0,1,3,30,9,0,0.233
4/6/2019,away,Indiana State,L,1-2,30,1,3,1,1,0,0,2,0,1,0,0,0,0,0,5,27,11,0,0.1
4/7/2019,away,Indiana State,W,6-0,33,6,14,6,2,0,1,4,0,1,0,0,2,0,2,2,27,10,1,0.424
4/9/2019,home,Notre Dame,W,3-2,35,3,7,2,1,0,1,3,0,2,0,1,0,0,0,8,27,9,3,0.2
4/12/2019,home,Rutgers,L,2-4,32,2,7,2,0,0,0,2,0,1,1,0,1,0,0,8,24,10,1,0.21899999999999997
4/13/2019,home,Rutgers,L,3-6,39,3,12,2,2,0,0,3,0,0,1,0,0,0,1,10,24,14,2,0.308
4/14/2019,home,Rutgers,L,0-8,29,0,1,0,1,0,0,2,0,0,0,1,0,0,0,11,24,6,2,0.034
4/17/2019,away,Eastern Michigan,W,5-3,31,5,8,5,2,0,0,4,0,3,0,1,1,0,0,3,27,8,1,0.258
4/19/2019,away,Indiana,L,4-13,37,4,10,3,1,0,1,1,0,0,0,1,0,0,1,12,27,7,2,0.27
4/21/2019,away,Indiana,W,5-3,30,5,7,5,2,0,0,1,0,2,0,2,1,0,0,9,27,6,0,0.233
4/21/2019,away,Indiana,L,2-11,29,2,2,2,0,0,1,5,0,1,0,1,0,0,0,14,27,5,2,0.069
4/23/2019,away,Oakland,W,12-2,33,12,11,12,3,0,1,15,0,3,0,1,0,1,0,3,27,10,0,0.33299999999999996
4/24/2019,away,Toledo,W,4-2,26,4,5,1,0,0,0,11,0,4,1,1,0,1,1,9,27,4,0,0.192
4/26/2019,away,Northwestern,W,8-3,37,8,15,7,2,0,1,5,0,2,0,0,1,0,1,6,27,10,4,0.405
4/27/2019,away,Northwestern,W,8-2,35,8,15,7,3,1,0,3,0,1,1,0,2,1,0,2,27,13,1,0.429
4/27/2019,away,Northwestern,L,2-3,35,2,7,1,1,0,1,0,0,1,0,0,1,0,1,9,30,12,1,0.2
5/3/2019,home,Purdue,L,0-2,29,0,3,0,1,0,0,0,0,1,1,1,0,0,0,8,24,8,1,0.10300000000000001
5/4/2019,home,Purdue,W,5-1,32,5,6,4,0,0,1,6,0,1,1,0,1,1,0,9,27,7,0,0.188
5/5/2019,home,Purdue,W,7-4,38,7,12,6,2,0,0,6,1,2,0,1,1,0,0,8,27,11,2,0.316
5/7/2019,home,Michigan,L,0-7,34,0,6,0,1,0,0,1,0,0,0,0,0,0,0,12,24,7,2,0.17600000000000002
5/8/2019,away,Valparaiso,W,9-3,38,9,15,8,4,0,0,2,0,3,0,0,0,1,1,4,27,11,0,0.395
5/10/2019,home,IOWA,L,5-7,37,5,11,5,4,0,0,1,0,0,0,1,0,0,1,8,24,9,0,0.297
5/11/2019,home,Iowa,W,9-4,34,9,10,7,2,0,0,7,0,2,0,2,2,1,0,6,27,9,4,0.294
5/12/2019,home,Iowa,W,7-5,38,7,11,7,3,1,0,3,0,0,0,1,0,0,1,8,27,10,2,0.289
5/14/2019,home,Central Michigan,L,2-10,32,2,5,1,1,0,0,2,0,3,0,1,0,0,1,12,24,8,0,0.156
5/16/2019,away,Illinois,L,4-8,34,4,8,4,4,0,0,2,0,0,0,1,0,1,0,7,27,14,0,0.235
5/17/2019,away,Illinois,W,5-2,28,5,7,5,1,0,1,4,0,1,2,3,1,1,0,5,27,13,0,0.25
5/18/2019,away,Illinois,L,3-5,29,3,6,3,0,0,1,6,0,0,0,6,0,0,3,4,27,11,0,0.207
